LMK_KEY,ADDRESS1,ADDRESS2,ADDRESS3,POSTCODE,BUILDING_REFERENCE_NUMBER,CURRENT_OPERATIONAL_RATING,YR1_OPERATIONAL_RATING,YR2_OPERATIONAL_RATING,OPERATIONAL_RATING_BAND,ELECTRIC_CO2,HEATING_CO2,RENEWABLES_CO2,PROPERTY_TYPE,INSPECTION_DATE,LOCAL_AUTHORITY,CONSTITUENCY,COUNTY,LODGEMENT_DATE,MAIN_BENCHMARK,MAIN_HEATING_FUEL,OTHER_FUEL,SPECIAL_ENERGY_USES,RENEWABLE_SOURCES,TOTAL_FLOOR_AREA,ANNUAL_THERMAL_FUEL_USAGE,TYPICAL_THERMAL_FUEL_USAGE,ANNUAL_ELECTRICAL_FUEL_USAGE,TYPICAL_ELECTRICAL_FUEL_USAGE,RENEWABLES_FUEL_THERMAL,RENEWABLES_ELECTRICAL,YR1_ELECTRICITY_CO2,YR2_ELECTRICITY_CO2,YR1_HEATING_CO2,YR2_HEATING_CO2,YR1_RENEWABLES_CO2,YR2_RENEWABLES_CO2,AIRCON_PRESENT,AIRCON_KW_RATING,ESTIMATED_AIRCON_KW_RATING,AC_INSPECTION_COMMISSIONED,BUILDING_ENVIRONMENT,BUILDING_CATEGORY,ADDRESS,LOCAL_AUTHORITY_LABEL,CONSTITUENCY_LABEL,POSTTOWN,NOMINATED_DATE,OR_ASSESSMENT_END_DATE,LODGEMENT_DATETIME,OCCUPANCY_LEVEL,UPRN,UPRN_SOURCE
84545460062015102416355765210170,,The Austin Building,University of Cambridge,CB2 3QZ,761163570000,51.0,,,C,199.0,68.0,0.0,Laboratory Or Operating Theatre,2015-09-29,E07000008,E14000617,Cambridgeshire County,2015-10-24,Laboratory Or Operating Theatre,Natural Gas,,,,4435,79,152,82,160,0,0.0,,,,,,,Yes,,2.0,5.0,Heating and Natural Ventilation,S10;,"The Austin Building, University of Cambridge",Cambridge,Cambridge,CAMBRIDGE,2015-03-31,2014-12-31,2015-10-24 16:35:57,Standard Occupancy,,
104821390902019032507260067600070,,Henry Wellcome Building,University of Cambridge,CB2 1QH,198949660000,96.0,85.0,95.0,D,93.0,38.0,0.0,University Campus,2019-03-03,E07000008,E14000617,Cambridgeshire County,2019-03-25,University Campus,Natural Gas,,,,1491,130,245,113,80,0,0.0,90.0,92.0,25.0,38.0,0.0,0.0,Yes,,2.0,5.0,Heating and Natural Ventilation,S4;,"Henry Wellcome Building, University of Cambridge",Cambridge,Cambridge,CAMBRIDGE,2019-03-31,2018-12-31,2019-03-25 07:26:00,Standard Occupancy,,
7154840502014030313371873600220,,120 Fulbourn Road,,CB1 9NL,752384670000,326.0,,,G,1092.0,320.0,0.0,Laboratory Or Operating Theatre,2014-02-27,E07000008,E14000617,Cambridgeshire County,2014-03-03,Laboratory Or Operating Theatre,Natural Gas,,Not applicable,Not applicable,3503,471,184,567,160,0,0.0,,,,,,,Yes,,3.0,1.0,Air Conditioning,S10;,120 Fulbourn Road,Cambridge,Cambridge,CAMBRIDGE,2011-01-31,2011-01-01,2014-03-03 13:37:18,Standard Occupancy,,
15981111032010062513392537000206,,Colville Primary School,Colville Road,CB1 9EJ,162725830000,145.0,146.0,,F,37.0,84.0,0.0,Schools And Seasonal Public Buildings,2009-04-27,E07000008,E14000617,Cambridgeshire County,2010-06-25,Schools And Seasonal Public Buildings,Natural Gas,,,,1565,278,159,43,40,0,0.0,30.0,,94.0,,0.0,,No,,,5.0,Heating and Natural Ventilation,S3;,"Colville Primary School, Colville Road",Cambridge,Cambridge,CAMBRIDGE,2010-04-28,2010-03-01,2010-06-25 13:39:25,,10002565459,Address Matched
100791670142020031814405619810070,LANGDON HOUSE,"20, Union Lane",,CB4 1QB,211857810001,78.0,77.0,77.0,D,140.0,86.0,0.0,Long Term Residential,2020-03-01,E07000008,E14000617,Cambridgeshire County,2020-03-18,Long Term Residential,Natural Gas,,,,2451,181,423,104,65,0,0.0,142.0,146.0,84.0,74.0,0.0,0.0,No,,,4.0,Heating and Natural Ventilation,S7;,"LANGDON HOUSE, 20, Union Lane",Cambridge,Cambridge,CAMBRIDGE,2020-03-01,2020-02-01,2020-03-18 14:40:56,Standard Occupancy,200004179705,Address Matched
4061780542011071113124833440030,G BLOCK,Sixth Form College,Long Road,CB2 8PX,255388430004,66.0,63.0,69.0,C,82.0,59.0,0.0,University Campus,2011-07-07,E07000008,E14000934,Cambridgeshire County,2011-07-11,University Campus,Natural Gas,,,,2246,135,260,67,80,0,0.0,82.0,85.0,51.0,58.0,0.0,0.0,Yes,,2.0,1.0,Heating and Natural Ventilation,S4;,"G BLOCK, Sixth Form College, Long Road",Cambridge,South Cambridgeshire,CAMBRIDGE,2010-10-01,2010-07-31,2011-07-11 13:12:48,Standard Occupancy,200004215571,Address Matched
20341270502010090117390911010030,MAIN BLOCK,Chesterton Community College,Gilbert Road,CB4 3NY,455247010001,98.0,106.0,,D,350.0,339.0,0.0,Dry sports and leisure facility; Schools and seasonal public buildings,2009-07-09,E07000008,E14000617,Cambridgeshire County,2010-09-01,Schools and seasonal public buildings,Natural Gas,,,,9128,192,225,70,61,0,0.0,341.0,,402.0,,0.0,,Yes,,2.0,3.0,Heating and Mechanical Ventilation,H8; S3;,"MAIN BLOCK, Chesterton Community College, Gilbert Road",Cambridge,Cambridge,CAMBRIDGE,2010-07-24,2010-05-29,2010-09-01 17:39:09,,200004213272,Address Matched
86317960102019032507301487400070,,Li Ka Shing Centre,Robinson Way,CB2 0RE,219696480000,330.0,333.0,321.0,G,4794.0,1790.0,0.0,Laboratory Or Operating Theatre,2019-03-03,E07000008,E14000934,Cambridgeshire County,2019-03-25,Laboratory Or Operating Theatre,Natural Gas,,,,16679,553,163,523,160,0,0.0,4849.0,4562.0,1767.0,1872.0,0.0,0.0,Yes,,2.0,5.0,Heating and Mechanical Ventilation,S10;,"Li Ka Shing Centre, Robinson Way",Cambridge,South Cambridgeshire,CAMBRIDGE,2019-03-31,2018-12-31,2019-03-25 07:30:14,Standard Occupancy,,
6939940022015102415584703210165,CPE,Cambridge University,Hills Road,CB2 0QH,603440300005,36.0,200.0,,B,36.0,24.0,0.0,University Campus,2015-09-29,E07000008,E14000934,Cambridgeshire County,2015-10-24,University Campus,Natural Gas,,,,1883,67,229,34,80,0,0.0,0.0,,0.0,,0.0,,Yes,,2.0,5.0,Heating and Natural Ventilation,S4;,"CPE, Cambridge University, Hills Road",Cambridge,South Cambridgeshire,CAMBRIDGE,2015-03-31,2014-12-31,2015-10-24 15:58:47,Standard Occupancy,,
6081030942014072014303384800030,,Castle School,Courtney Way,CB4 2EE,495883880000,120.0,120.0,128.0,E,71.0,170.0,0.0,Schools And Seasonal Public Buildings,2014-07-04,E07000008,E14000617,Cambridgeshire County,2014-07-20,Schools And Seasonal Public Buildings,Natural Gas,,,,3781,231,159,34,40,0,0.0,66.0,80.0,179.0,162.0,0.0,0.0,Yes,,1.0,3.0,Heating and Natural Ventilation,S3;,"Castle School, Courtney Way",Cambridge,Cambridge,CAMBRIDGE,2014-05-07,2014-02-28,2014-07-20 14:30:33,Standard Occupancy,10002562871,Address Matched
88110895032015091114064448000096,,5-7 Cranmer Road,,CB3 9BL,964804310000,81.0,89.0,,D,20.0,18.0,0.0,General Office,2015-07-14,E07000008,E14000617,Cambridgeshire County,2015-09-11,General Office,Natural Gas,,,,628,147,114,58,95,0,0.0,21.0,,20.0,,0.0,,No,,,4.0,Heating and Natural Ventilation,C1;,5-7 Cranmer Road,Cambridge,Cambridge,CAMBRIDGE,2015-03-31,2014-12-31,2015-09-11 14:06:44,Standard Occupancy,200004158991,Address Matched
9502090942019032914225560300270,,University of Cambridge,Downing Street,CB2 3EJ,398549360000,102.0,91.0,,E,457.0,131.0,0.0,University Campus,2019-03-20,E07000008,E14000617,Cambridgeshire County,2019-03-29,University Campus,Natural Gas,,,,6277,108,245,132,80,0,0.0,480.0,,165.0,,0.0,,Yes,,2.0,5.0,Heating and Natural Ventilation,S4;,"University of Cambridge, Downing Street",Cambridge,Cambridge,CAMBRIDGE,2019-03-31,2018-12-31,2019-03-29 14:22:55,Standard Occupancy,,
15981119032011051614211467000296,,Colville Primary School,Colville Road,CB1 9EJ,162725830000,163.0,145.0,143.0,G,44.0,92.0,0.0,Schools And Seasonal Public Buildings,2011-05-16,E07000008,E14000617,Cambridgeshire County,2011-05-16,Schools And Seasonal Public Buildings,Natural Gas,,,,1565,306,164,52,40,0,0.0,37.0,30.0,84.0,94.0,0.0,0.0,No,,,5.0,Heating and Natural Ventilation,S3;,"Colville Primary School, Colville Road",Cambridge,Cambridge,CAMBRIDGE,2011-04-28,2011-03-30,2011-05-16 14:21:14,Standard Occupancy,10002565459,Address Matched
461755132016020509445606000296,SPORTS HALL,St.Bedes Interchurch School,Birdwood Road,CB1 3TD,566627160001,45.0,45.0,110.0,B,43.0,21.0,0.0,Dry Sports And Leisure Facility,2015-02-10,E07000008,E14000617,Cambridgeshire County,2016-02-05,Dry Sports And Leisure Facility,Natural Gas,,,,1199,90,347,65,95,0,0.0,41.0,36.0,21.0,49.0,0.0,0.0,No,,,4.0,Heating and Natural Ventilation,H8;,"SPORTS HALL, St.Bedes Interchurch School, Birdwood Road",Cambridge,Cambridge,CAMBRIDGE,2016-01-01,2015-11-30,2016-02-05 09:44:56,Standard Occupancy,200004213714,Address Matched
15981113032018041617045517900296,,Colville Primary School,Colville Road,CB1 9EJ,162725830000,46.0,47.0,56.0,B,36.0,38.0,0.0,Schools And Seasonal Public Buildings,2017-10-19,E07000008,E14000617,Cambridgeshire County,2018-04-16,Schools And Seasonal Public Buildings,Natural Gas,,,,3087,63,152,21,40,0,0.0,36.0,44.0,39.0,43.0,0.0,0.0,No,,,4.0,Heating and Natural Ventilation,S3;,"Colville Primary School, Colville Road",Cambridge,Cambridge,CAMBRIDGE,2018-04-29,2018-02-28,2018-04-16 17:04:55,Standard Occupancy,10002565459,Address Matched
6081080022016062813250998260240,,Castle School,Courtney Way,CB4 2EE,495883880000,124.0,113.0,120.0,E,83.0,172.0,0.0,Schools And Seasonal Public Buildings,2016-06-22,E07000008,E14000617,Cambridgeshire County,2016-06-28,Schools And Seasonal Public Buildings,Natural Gas,,,,4048,219,149,37,40,0,0.0,72.0,71.0,145.0,170.0,0.0,0.0,Yes,,2.0,5.0,Heating and Natural Ventilation,S3;,"Castle School, Courtney Way",Cambridge,Cambridge,CAMBRIDGE,2016-06-25,2016-03-25,2016-06-28 13:25:09,Standard Occupancy,10002562871,Address Matched
75566950242013032715443117210270,MAIN BUILDING,Queen Emma Primary School,Gunhild Way,CB1 8QY,426605210001,51.0,,,C,97.0,5.0,0.0,Schools And Seasonal Public Buildings,2013-03-23,E07000008,E14000934,Cambridgeshire County,2013-03-27,Schools And Seasonal Public Buildings,Grid Supplied Electricity,,,,3721,7,162,47,40,0,0.0,,,,,,,Yes,,1.0,4.0,Heating and Natural Ventilation,S3;,"MAIN BUILDING, Queen Emma Primary School, Gunhild Way",Cambridge,South Cambridgeshire,CAMBRIDGE,2013-01-31,2012-12-31,2013-03-27 15:44:31,Standard Occupancy,,
9324730242011030318162957400070,,The Open University,"Cintra House, 12 Hills Road",CB2 1PF,520353450000,80.0,75.0,80.0,D,93.0,41.0,0.0,General Office,2011-03-03,E07000008,E14000617,Cambridgeshire County,2011-03-03,General Office,Natural Gas,,,,2166,98,130,78,95,0,0.0,101.0,93.0,24.0,41.0,0.0,0.0,No,,,4.0,Heating and Mechanical Ventilation,C1;,"The Open University, Cintra House, 12 Hills Road",Cambridge,Cambridge,CAMBRIDGE,2010-11-01,2010-08-01,2011-03-03 18:16:29,Standard Occupancy,,
30481740702014071612475721300030,,Royal Mail,"Cambridge Delivery Office, Henley Road",CB1 3XX,871244320000,92.0,93.0,98.0,D,199.0,58.0,0.0,Workshop; General Office; Storage Facility; Restaurant,2014-07-09,E07000008,E14000617,Cambridgeshire County,2014-07-16,Workshop,Natural Gas,,,,4068,73,210,89,51,0,0.0,216.0,231.0,76.0,58.0,0.0,0.0,No,,,4.0,Heating and Mechanical Ventilation,W3; C1; W4; H1;,"Royal Mail, Cambridge Delivery Office, Henley Road",Cambridge,Cambridge,CAMBRIDGE,2014-07-26,2014-04-30,2014-07-16 12:47:57,Extended Occupancy,,
30481740702013071319284925300030,,Royal Mail,"Cambridge Delivery Office, Henley Road",CB1 3XX,871244320000,93.0,98.0,89.0,D,216.0,76.0,0.0,Workshop; General Office; Restaurant; Storage Facility,2013-07-05,E07000008,E14000617,Cambridgeshire County,2013-07-13,Workshop,Natural Gas,,,,4068,97,247,96,54,0,0.0,231.0,236.0,58.0,35.0,0.0,0.0,No,,,4.0,Heating and Mechanical Ventilation,W3; C1; H1; W4;,"Royal Mail, Cambridge Delivery Office, Henley Road",Cambridge,Cambridge,CAMBRIDGE,2013-07-26,2013-05-31,2013-07-13 19:28:49,Standard Occupancy,,
15981113032017060615153667000296,,Colville Primary School,Colville Road,CB1 9EJ,162725830000,47.0,56.0,50.0,B,36.0,39.0,0.0,Schools And Seasonal Public Buildings,2017-06-06,E07000008,E14000617,Cambridgeshire County,2017-06-06,Schools And Seasonal Public Buildings,Natural Gas,,,,3087,66,153,21,40,0,0.0,44.0,31.0,43.0,36.0,0.0,0.0,No,,,4.0,Heating and Natural Ventilation,S3;,"Colville Primary School, Colville Road",Cambridge,Cambridge,CAMBRIDGE,2017-04-29,2017-03-31,2017-06-06 15:15:36,Standard Occupancy,10002565459,Address Matched
461655232015022814430516000296,ST ETHELDREDA,St.Bedes Interchurch School,Birdwood Road,CB1 3TD,566627160002,86.0,63.0,,D,30.0,19.0,0.0,Schools And Seasonal Public Buildings,2015-02-09,E07000008,E14000617,Cambridgeshire County,2015-02-28,Schools And Seasonal Public Buildings,Natural Gas,,,,1112,90,146,50,43,0,0.0,34.0,,4.0,,0.0,,No,,,4.0,Heating and Natural Ventilation,S3;,"ST ETHELDREDA, St.Bedes Interchurch School, Birdwood Road",Cambridge,Cambridge,CAMBRIDGE,2015-01-01,2014-11-30,2015-02-28 14:43:05,Extended Occupancy,200004213714,Address Matched
461570602012030211301862130070,MAIN BUILDING,St.Bedes Interchurch School,Birdwood Road,CB1 3TD,566627160003,103.0,119.0,105.0,E,197.0,100.0,0.0,Schools And Seasonal Public Buildings,2012-03-02,E07000008,E14000617,Cambridgeshire County,2012-03-02,Schools And Seasonal Public Buildings,Natural Gas,,,,5557,93,153,64,40,0,0.0,201.0,185.0,161.0,117.0,0.0,0.0,Yes,,2.0,5.0,Heating and Natural Ventilation,S3;,"MAIN BUILDING, St.Bedes Interchurch School, Birdwood Road",Cambridge,Cambridge,CAMBRIDGE,2012-01-31,2011-11-30,2012-03-02 11:30:18,Standard Occupancy,200004213714,Address Matched
12249230302016030317461939600070,,Queen Edith Cp School,Godwin Way,CB1 8QP,538913630000,67.0,71.0,74.0,C,51.0,46.0,0.0,Schools And Seasonal Public Buildings,2016-03-01,E07000008,E14000934,Cambridgeshire County,2016-03-03,Schools And Seasonal Public Buildings,Natural Gas,,,,2813,83,152,33,40,0,0.0,50.0,50.0,50.0,64.0,0.0,0.0,No,,,4.0,Heating and Natural Ventilation,S3;,"Queen Edith Cp School, Godwin Way",Cambridge,South Cambridgeshire,CAMBRIDGE,2016-02-01,2015-12-31,2016-03-03 17:46:19,Standard Occupancy,10002565457,Address Matched
6081030942017070514472287800260,,Castle School,Courtney Way,CB4 2EE,495883880000,90.0,124.0,113.0,D,68.0,118.0,0.0,Schools And Seasonal Public Buildings,2017-06-23,E07000008,E14000617,Cambridgeshire County,2017-07-05,Schools And Seasonal Public Buildings,Natural Gas,,,,4048,150,151,31,40,0,0.0,83.0,72.0,172.0,145.0,0.0,0.0,No,,,4.0,Heating and Natural Ventilation,S3;,"Castle School, Courtney Way",Cambridge,Cambridge,CAMBRIDGE,2017-07-30,2017-04-30,2017-07-05 14:47:22,Standard Occupancy,10002562871,Address Matched
100798480502020031814420899510070,ALEX WOOD HOUSE,"3a, Fortescue Road",,CB4 2JS,456608590001,78.0,124.0,89.0,D,65.0,73.0,0.0,Long Term Residential,2020-03-01,E07000008,E14000617,Cambridgeshire County,2020-03-18,Long Term Residential,Natural Gas,,,,1496,251,423,79,65,0,0.0,80.0,74.0,143.0,81.0,0.0,0.0,No,,,4.0,Heating and Natural Ventilation,S7;,"ALEX WOOD HOUSE, 3a, Fortescue Road",Cambridge,Cambridge,CAMBRIDGE,2020-03-01,2020-02-01,2020-03-18 14:42:08,Standard Occupancy,200004196173,Address Matched
14728910842013050816075059800070,,Grove Primary School,Campkin Road,CB4 2NB,484131850000,91.0,97.0,89.0,D,78.0,117.0,0.0,Schools And Seasonal Public Buildings; Swimming Pool Centre,2013-03-01,E07000008,E14000617,Cambridgeshire County,2013-05-08,Schools And Seasonal Public Buildings,Natural Gas,,,,2751,219,242,51,56,0,0.0,73.0,78.0,121.0,118.0,0.0,0.0,Yes,,2.0,1.0,Heating and Natural Ventilation,S3; H6;,"Grove Primary School, Campkin Road",Cambridge,Cambridge,CAMBRIDGE,2013-01-24,2012-12-31,2013-05-08 16:07:50,Standard Occupancy,10002565458,Address Matched
25655500602012071013491658700260,,Babbage House,Castle Park,CB3 0AT,665150750000,101.0,,,E,74.0,58.0,0.0,General Office,2012-06-28,E07000008,E14000617,Cambridgeshire County,2012-07-10,General Office,Natural Gas,,,,1742,171,117,77,95,0,0.0,,,,,,,Yes,,2.0,3.0,Air Conditioning,C1;,"Babbage House, Castle Park",Cambridge,Cambridge,CAMBRIDGE,2012-06-28,2012-03-31,2012-07-10 13:49:16,Standard Occupancy,,
8170810962010122314584248220240,,8 Mill Lane,,CB2 1RX,447116860000,44.0,45.0,46.0,B,56.0,74.0,0.0,University Campus,2010-12-22,E07000008,E14000617,Cambridgeshire County,2010-12-23,University Campus,Natural Gas,,,,3130,123,262,33,80,0,0.0,55.0,53.0,74.0,81.0,0.0,0.0,No,,,4.0,Heating and Natural Ventilation,S4;,8 Mill Lane,Cambridge,Cambridge,CAMBRIDGE,2010-12-22,2010-10-05,2010-12-23 14:58:42,Standard Occupancy,200004161625,Address Matched
19720990042011052011193060000250,,Cambridge City Council,"The Guildhall,",CB2 3QJ,506109060000,53.0,64.0,,C,299.0,207.0,0.0,General Office,2011-05-20,E07000008,E14000617,Cambridgeshire County,2011-05-20,General Office,Natural Gas,,,,10447,102,203,52,95,0,0.0,307.0,,293.0,,0.0,,Yes,,1.0,1.0,Heating and Natural Ventilation,C1;,"Cambridge City Council, The Guildhall,",Cambridge,Cambridge,CAMBRIDGE,2009-04-01,2009-03-31,2011-05-20 11:19:30,Standard Occupancy,200004292747,Address Matched
19720990002014071913244960000260,,Cambridge City Council,"The Guildhall,",CB2 3QJ,506109060000,76.0,68.0,71.0,D,306.0,319.0,0.0,General Office,2014-06-20,E07000008,E14000617,Cambridgeshire County,2014-07-19,General Office,Natural Gas,,,,10447,157,137,53,95,0,0.0,295.0,500.0,239.0,241.0,0.0,0.0,Yes,66.0,,1.0,Heating and Natural Ventilation,C1;,"Cambridge City Council, The Guildhall,",Cambridge,Cambridge,CAMBRIDGE,2013-04-01,2013-03-31,2014-07-19 13:24:49,Standard Occupancy,200004292747,Address Matched
19720990002014071913220067000260,,Cambridge City Council,"The Guildhall,",CB2 3QJ,506109060000,68.0,71.0,55.0,C,295.0,239.0,0.0,General Office,2014-06-23,E07000008,E14000617,Cambridgeshire County,2014-07-19,General Office,Natural Gas,,,,10447,118,117,51,95,0,0.0,500.0,297.0,241.0,232.0,0.0,0.0,Yes,66.0,,1.0,Heating and Natural Ventilation,C1;,"Cambridge City Council, The Guildhall,",Cambridge,Cambridge,CAMBRIDGE,2012-04-01,2012-03-31,2014-07-19 13:22:00,Standard Occupancy,200004292747,Address Matched
9324730242013012317092057400250,,The Open University,"Cintra House, 12 Hills Road",CB2 1PF,520353450000,66.0,71.0,80.0,C,97.0,34.0,0.0,General Office,2012-05-23,E07000008,E14000617,Cambridgeshire County,2013-01-23,General Office,Natural Gas,,,,2166,80,135,81,117,0,0.0,99.0,93.0,43.0,41.0,0.0,0.0,No,,,4.0,Heating and Mechanical Ventilation,C1;,"The Open University, Cintra House, 12 Hills Road",Cambridge,Cambridge,CAMBRIDGE,2012-10-31,2012-09-29,2013-01-23 17:09:20,Extended Occupancy,,
